-0.88989, -0.45441, -0.02258
-0.88647, -0.45129, -0.01733
-0.89716, -0.44934, -0.01324
-0.89453, -0.45306, -0.01660
-0.89270, -0.45209, -0.01984
-0.90039, -0.45514, -0.02087
-0.88788, -0.45502, -0.02448
-0.89520, -0.45020, -0.02271
-0.90289, -0.45593, -0.01843
-0.90149, -0.45441, -0.03259
-0.90918, -0.45294, -0.04822
-0.90936, -0.45416, -0.04559
-0.90118, -0.45447, -0.04590
-0.90387, -0.45465, -0.04059
-0.90417, -0.45380, -0.04156
-0.89447, -0.45129, -0.05908
-0.89557, -0.45227, -0.05725
-0.89990, -0.45154, -0.05334
-0.89355, -0.45331, -0.05627
-0.89545, -0.45258, -0.06445
-0.89642, -0.45703, -0.06622
-0.89880, -0.45654, -0.07434
-0.90222, -0.45551, -0.07483
-0.88898, -0.45532, -0.07355
-0.88696, -0.45575, -0.06982
-0.88623, -0.45233, -0.07788
-0.87732, -0.45673, -0.08118
-0.88068, -0.45770, -0.09296
-0.88727, -0.45453, -0.07959
-0.88385, -0.45557, -0.06818
-0.86841, -0.44385, -0.01721
-0.89539, -0.45038, -0.04065
-0.91199, -0.45050, -0.04376
-0.86389, -0.45166, -0.07806
-0.87012, -0.46442, -0.10364
-0.86816, -0.46057, -0.08557
-0.86188, -0.46582, -0.10272
-0.85156, -0.45630, -0.09869
-0.87164, -0.45483, -0.07208
-0.87457, -0.45764, -0.06458
-0.85736, -0.45172, -0.04926
-0.85388, -0.45715, -0.08685
-0.88092, -0.44269, -0.00836
-0.80890, -0.45325, -0.02411
-0.74854, -0.46448, -0.15259
-0.87488, -0.45331, -0.08081
-0.92200, -0.45813, -0.03851
-0.78455, -0.45526, -0.06781
-0.82117, -0.45740, -0.10272
-0.90210, -0.45184, -0.06750
-0.89117, -0.45953, -0.06232
-0.80951, -0.45398, -0.06616
-0.83765, -0.45996, -0.04303
-0.85608, -0.45490, -0.01892
-0.83478, -0.45703, -0.07355
-0.82941, -0.45038, -0.04803
-0.85211, -0.44989,  0.00012
-0.86652, -0.44891, -0.02045
-0.85883, -0.45306, -0.02399
-0.84619, -0.45813, -0.05090
-0.84949, -0.45410, -0.03418
-0.86578, -0.45795, -0.02899
-0.86560, -0.45270, -0.01874
-0.83594, -0.45435, -0.04309
-0.86780, -0.45392, -0.04419
-0.87177, -0.45569, -0.05872
-0.85083, -0.45831, -0.05414
-0.87262, -0.45581, -0.02539
-0.87390, -0.45544, -0.01764
-0.86816, -0.45355, -0.03857
-0.88110, -0.45557, -0.02728
-0.87231, -0.45538, -0.03857
-0.87433, -0.45441, -0.00940
-0.89246, -0.45233, -0.00482
-0.88257, -0.45544, -0.02222
-0.87689, -0.45404, -0.02667
-0.89026, -0.45398, -0.03363
-0.88397, -0.45367, -0.02588
-0.87219, -0.45374, -0.01849
-0.87628, -0.45569, -0.02960
-0.86835, -0.45068, -0.04376
-0.87958, -0.45557, -0.03931
-0.88721, -0.45135, -0.02942
-0.88538, -0.45642, -0.03796
-0.89240, -0.45190, -0.04315
-0.91864, -0.45593, -0.04529
-0.89990, -0.45422, -0.05109
-0.90295, -0.45233, -0.03827
-0.90521, -0.45648, -0.03101
-0.89618, -0.45551, -0.03290
-0.89844, -0.45355, -0.04712
-0.90338, -0.45184, -0.04871
-0.89844, -0.45386, -0.04742
-0.90668, -0.45166, -0.02795
-0.90570, -0.45239, -0.03589
-0.90857, -0.45551, -0.04443
-0.91205, -0.45630, -0.04352
-0.90247, -0.45441, -0.04810
-0.89063, -0.45392, -0.03888
-0.89288, -0.45367, -0.04852
-0.88251, -0.45068, -0.06219
-0.88727, -0.45520, -0.07922
-0.88544, -0.45422, -0.07416
-0.88556, -0.45599, -0.07184
-0.88745, -0.45685, -0.06299
-0.88745, -0.45563, -0.07220
-0.88470, -0.46014, -0.08856
-0.88202, -0.45526, -0.07965
-0.86121, -0.45520, -0.11652
-0.90161, -0.46307, -0.08582
-0.84729, -0.44714, -0.02118
-0.87769, -0.46405, -0.09027
-0.88062, -0.45575, -0.04230
-0.86261, -0.45996, -0.08752
-0.87347, -0.45508, -0.06726
-0.90283, -0.45117, -0.04120
-0.84961, -0.46478, -0.09888
-0.80048, -0.43909, -0.03937
-0.88293, -0.46222, -0.09467
-0.93726, -0.46033, -0.00934
-0.83606, -0.45544, -0.03522
-0.77039, -0.46466, -0.14008
-0.90363, -0.44855, -0.05792
-0.91058, -0.45789, -0.05475
-0.77911, -0.45837, -0.08148
-0.84259, -0.45874, -0.08496
-0.92657, -0.45831, -0.06708
-0.85480, -0.45514, -0.07391
-0.80627, -0.45184, -0.07434
-0.85999, -0.45630, -0.03192
-0.86157, -0.44891, -0.00842
-0.83679, -0.45660, -0.05530
-0.82855, -0.45386, -0.05292
-0.84186, -0.45135, -0.02954
-0.86316, -0.45581, -0.02252
-0.85565, -0.45227, -0.02667
-0.83868, -0.45319, -0.03973
-0.84698, -0.45599, -0.05560
-0.86542, -0.45422, -0.05646
-0.85266, -0.45422, -0.05469
-0.84070, -0.45355, -0.04572
-0.86554, -0.45496, -0.05090
-0.87067, -0.45593, -0.05298
