 0.81396, -0.57849,  0.07623
 0.80927, -0.58203,  0.07715
 0.79639, -0.57922,  0.06366
 0.80426, -0.58282,  0.06671
 0.80872, -0.58337,  0.08179
 0.80719, -0.57855,  0.08160
 0.79700, -0.57788,  0.07825
 0.79724, -0.57898,  0.07977
 0.81647, -0.57971,  0.07257
 0.78815, -0.58423,  0.08148
 0.80316, -0.57764,  0.07953
 0.82935, -0.57910,  0.06891
 0.77856, -0.58118,  0.08685
 0.81000, -0.57953,  0.08881
 0.83118, -0.57941,  0.07361
 0.78162, -0.58057,  0.07257
 0.81183, -0.57819,  0.08057
 0.81696, -0.58032,  0.08594
 0.78577, -0.58130,  0.07727
 0.81238, -0.57892,  0.09174
 0.82068, -0.58167,  0.09491
 0.79633, -0.57666,  0.07581
 0.80884, -0.58301,  0.07941
 0.82239, -0.58008,  0.08325
 0.79785, -0.58032,  0.09082
 0.80310, -0.57922,  0.08185
 0.82721, -0.58197,  0.08270
 0.80109, -0.58008,  0.08405
 0.79303, -0.57758,  0.07751
 0.82257, -0.57959,  0.07288
 0.80859, -0.57886,  0.08929
 0.78845, -0.58002,  0.08130
 0.81543, -0.57568,  0.07776
 0.81250, -0.58008,  0.08044
 0.79187, -0.57990,  0.07434
 0.81085, -0.58038,  0.07397
 0.80811, -0.58392,  0.07629
 0.79303, -0.57916,  0.08032
 0.80859, -0.58038,  0.08026
 0.80701, -0.58051,  0.08423
 0.80463, -0.57910,  0.07892
 0.80377, -0.58087,  0.07178
 0.80542, -0.57904,  0.08057
 0.80853, -0.58008,  0.07996
 0.79468, -0.58081,  0.08173
 0.80511, -0.57874,  0.08240
 0.80841, -0.58154,  0.07690
 0.78845, -0.57916,  0.06866
 0.81586, -0.57794,  0.08630
 0.81366, -0.58301,  0.08313
 0.78784, -0.57678,  0.07684
 0.81055, -0.58398,  0.07904
 0.80878, -0.58179,  0.07623
 0.79346, -0.58112,  0.08740
 0.80975, -0.58026,  0.08685
 0.79541, -0.58112,  0.07605
 0.80212, -0.57770,  0.08502
 0.80713, -0.58429,  0.08044
 0.81494, -0.57843,  0.07825
 0.80237, -0.57782,  0.07507
 0.78900, -0.58124,  0.07800
 0.81073, -0.57837,  0.08282
 0.80609, -0.58160,  0.08051
 0.79150, -0.57886,  0.07349
 0.81512, -0.57886,  0.08301
 0.79834, -0.58270,  0.07318
 0.79224, -0.57941,  0.07666
 0.82526, -0.57996,  0.07813
 0.79932, -0.58179,  0.08441
 0.79999, -0.58014,  0.06793
 0.81433, -0.58185,  0.08649
 0.79785, -0.58020,  0.08099
 0.80219, -0.58038,  0.07202
 0.81311, -0.58038,  0.07983
 0.79443, -0.58203,  0.07196
 0.80853, -0.58136,  0.06622
 0.80975, -0.58118,  0.08521
 0.79858, -0.57892,  0.07587
 0.80273, -0.58246,  0.09015
 0.80780, -0.58264,  0.08002
 0.80438, -0.57788,  0.08521
 0.80365, -0.57990,  0.08337
 0.80872, -0.57849,  0.07947
 0.80151, -0.58081,  0.08099
 0.79626, -0.58173,  0.08252
 0.80432, -0.57880,  0.07544
 0.81073, -0.58069,  0.07697
 0.80878, -0.58112,  0.07568
 0.78796, -0.58118,  0.07587
 0.82062, -0.58179,  0.08521
 0.81714, -0.58057,  0.07355
 0.78156, -0.58197,  0.08386
 0.82379, -0.57733,  0.08813
 0.82251, -0.57697,  0.08521
 0.77136, -0.58105,  0.07391
 0.83112, -0.57843,  0.09186
 0.81232, -0.58130,  0.08112
 0.77454, -0.58258,  0.07562
 0.82880, -0.57806,  0.08185
 0.81360, -0.58252,  0.07379
 0.78662, -0.58142,  0.08344
 0.81665, -0.58014,  0.07532
 0.80487, -0.57953,  0.07898
 0.80835, -0.58130,  0.08344
 0.80151, -0.58344,  0.07623
 0.81042, -0.57898,  0.08173
 0.81897, -0.58014,  0.08032
 0.79028, -0.58350,  0.07526
 0.80823, -0.57855,  0.08667
 0.82684, -0.58099,  0.07251
 0.78546, -0.58276,  0.08069
 0.81287, -0.57910,  0.07935
 0.81732, -0.58386,  0.07843
 0.78345, -0.57764,  0.07385
 0.81195, -0.58173,  0.06732
 0.80994, -0.58038,  0.08679
 0.80017, -0.58344,  0.07837
 0.80005, -0.58203,  0.07684
 0.80670, -0.57977,  0.08215
 0.79950, -0.58325,  0.07904
 0.79572, -0.58325,  0.08417
 0.80609, -0.58020,  0.08264
 0.80707, -0.57941,  0.07666
 0.80530, -0.58136,  0.08087
 0.79108, -0.58154,  0.07758
 0.80957, -0.57831,  0.08441
 0.79932, -0.57672,  0.07538
 0.79169, -0.57806,  0.07281
 0.82068, -0.57867,  0.08167
 0.79449, -0.57825,  0.07678
 0.79749, -0.58020,  0.08252
 0.82117, -0.57971,  0.09015
 0.78076, -0.57916,  0.07532
 0.81165, -0.58160,  0.07666
 0.80981, -0.58258,  0.07794
 0.78015, -0.57813,  0.07172
 0.82074, -0.58099,  0.07336
 0.81433, -0.57813,  0.08289
 0.78790, -0.57843,  0.07892
 0.81726, -0.58044,  0.07727
 0.79803, -0.58038,  0.07239
 0.80255, -0.58118,  0.07983
 0.80859, -0.57977,  0.07690
 0.79517, -0.58179,  0.07233
 0.81598, -0.58026,  0.07892
 0.79944, -0.58215,  0.08679
 0.79340, -0.57904,  0.07098
 0.82458, -0.58038,  0.07562
 0.80096, -0.58154,  0.08081
 0.77783, -0.57953,  0.08459
 0.82605, -0.58179,  0.10095
 0.79883, -0.57831,  0.08429
 0.79181, -0.58160,  0.07526
 0.82745, -0.57892,  0.08917
 0.79254, -0.57800,  0.08844
 0.80524, -0.58392,  0.08398
 0.81635, -0.58087,  0.08228
 0.79718, -0.57990,  0.08374
 0.82098, -0.58038,  0.08099
 0.79187, -0.58185,  0.07562
 0.79785, -0.57928,  0.07825
 0.82111, -0.58221,  0.07623
 0.79590, -0.57971,  0.07275
 0.80463, -0.57806,  0.07336
 0.81378, -0.58392,  0.06805
 0.79889, -0.57996,  0.07556
 0.81671, -0.57959,  0.08264
 0.80597, -0.58203,  0.08215
 0.79907, -0.57855,  0.07343
 0.82538, -0.58105,  0.08606
 0.79327, -0.57922,  0.07556
 0.79895, -0.57965,  0.07245
 0.82001, -0.58112,  0.07935
 0.78839, -0.58002,  0.08112
 0.80804, -0.57697,  0.07977
 0.81390, -0.58112,  0.07794
 0.79755, -0.57593,  0.07428
 0.81720, -0.58337,  0.07831
 0.80383, -0.58362,  0.07343
 0.79559, -0.58051,  0.07062
 0.82104, -0.58295,  0.08380
 0.79559, -0.58130,  0.08508
