 0.80872, -0.58081,  0.07581
 0.80225, -0.58160,  0.06653
 0.79132, -0.58319,  0.07111
 0.80280, -0.58240,  0.06909
 0.79645, -0.58075,  0.07495
 0.78998, -0.57977,  0.07434
 0.81030, -0.58112,  0.07483
 0.81152, -0.58063,  0.08429
 0.78351, -0.58398,  0.06989
 0.80933, -0.58185,  0.07745
 0.80438, -0.58221,  0.05859
 0.79138, -0.58093,  0.07159
 0.80981, -0.57941,  0.07556
 0.81970, -0.57898,  0.09259
 0.80865, -0.58032,  0.09253
 0.80505, -0.57935,  0.08752
 0.80463, -0.58044,  0.09515
 0.81720, -0.57733,  0.09210
 0.79041, -0.58044,  0.07959
 0.79346, -0.57928,  0.07703
 0.82068, -0.57874,  0.08209
 0.79987, -0.58148,  0.09332
 0.80414, -0.57965,  0.08844
 0.83661, -0.57880,  0.08881
 0.79462, -0.57928,  0.10028
 0.78857, -0.58093,  0.09497
 0.82336, -0.57983,  0.09485
 0.80475, -0.57996,  0.07367
 0.79333, -0.57959,  0.08008
 0.82098, -0.58087,  0.07471
 0.79822, -0.58160,  0.07117
 0.80731, -0.57898,  0.08099
 0.79266, -0.58093,  0.06287
 0.78558, -0.58179,  0.06702
 0.81866, -0.58160,  0.07220
 0.80884, -0.58203,  0.07440
 0.79749, -0.58136,  0.07770
 0.82819, -0.58112,  0.06842
 0.80548, -0.57739,  0.06885
 0.79285, -0.58112,  0.07410
 0.80408, -0.58344,  0.06903
 0.80084, -0.58026,  0.08124
 0.80493, -0.58154,  0.07996
 0.79675, -0.58221,  0.08331
 0.78979, -0.57916,  0.08221
 0.81384, -0.58435,  0.08850
 0.79718, -0.57715,  0.08685
 0.78558, -0.57898,  0.08429
 0.82959, -0.57928,  0.09631
 0.80750, -0.57874,  0.08881
 0.77936, -0.58167,  0.08301
 0.82648, -0.57806,  0.09192
 0.80762, -0.57922,  0.09937
 0.78052, -0.57971,  0.09192
 0.83063, -0.57910,  0.08716
 0.81427, -0.57977,  0.08734
 0.79407, -0.58270,  0.08160
 0.82172, -0.57874,  0.07690
 0.79767, -0.58093,  0.06934
 0.79755, -0.58069,  0.06244
 0.79840, -0.58289,  0.06915
 0.80377, -0.57965,  0.06689
 0.81763, -0.58264,  0.07825
 0.81818, -0.57971,  0.06561
 0.81348, -0.58337,  0.06842
 0.81812, -0.58105,  0.06586
 0.79437, -0.58362,  0.06055
 0.80682, -0.58069,  0.06396
 0.81097, -0.58228,  0.05206
 0.79321, -0.58270,  0.06201
 0.81573, -0.58167,  0.07568
 0.82251, -0.58374,  0.07520
 0.79187, -0.58075,  0.07019
 0.79688, -0.58173,  0.08160
